,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other,Broadband (%),GEO ID
224,"Del Norte County, California",27442.0,22851.0,766.0,3537.0,1258.0,52.0,1179.0,0.51125401,0500000US06015
225,"Colusa County, California",21479.0,19521.0,417.0,473.0,413.0,52.0,1249.0,0.50335574,0500000US06011
226,"Glenn County, California",27935.0,23759.0,361.0,940.0,782.0,125.0,2583.0,0.52014655,0500000US06021
227,"Butte County, California",225207.0,198264.0,6158.0,9347.0,13390.0,1346.0,11504.0,0.85720003,0500000US06007
228,"Kings County, California",150183.0,104588.0,11919.0,3915.0,7714.0,664.0,28137.0,0.81019831,0500000US06031
229,"Plumas County, California",18724.0,17488.0,331.0,1020.0,435.0,60.0,428.0,0.52758622,0500000US06063
230,"San Luis Obispo County, California",280119.0,249233.0,7029.0,5349.0,14265.0,948.0,13554.0,0.89286864,0500000US06079
231,"Fresno County, California",971616.0,650249.0,57528.0,22676.0,110155.0,4364.0,168643.0,0.83163244,0500000US06019
232,"Kern County, California",878744.0,684743.0,56167.0,18641.0,49903.0,4101.0,97037.0,0.82556272,0500000US06029
233,"Orange County, California",3155816.0,2067989.0,74803.0,35028.0,690856.0,20832.0,399787.0,0.92418826,0500000US06059
234,"Ventura County, California",847834.0,710443.0,22348.0,16703.0,76917.0,4517.0,57223.0,0.88218498,0500000US06111
235,"Calaveras County, California",45057.0,43000.0,601.0,1416.0,1019.0,248.0,525.0,0.50316453,0500000US06009
236,"Sutter County, California",95583.0,72478.0,3227.0,3212.0,17140.0,1158.0,5288.0,0.8609825999999999,0500000US06101
237,"San Mateo County, California",763450.0,431031.0,26460.0,7799.0,236879.0,15597.0,90870.0,0.93432617,0500000US06081
238,"Tuolumne County, California",53899.0,49381.0,1388.0,2264.0,1080.0,281.0,2253.0,0.48873237,0500000US06109
239,"San Joaquin County, California",724153.0,465675.0,64185.0,40958.0,130599.0,9447.0,91105.0,0.86328566,0500000US06077
240,"Amador County, California",37306.0,34078.0,1061.0,1562.0,841.0,144.0,1450.0,0.53861386,0500000US06005
241,"Costilla County, Colorado",3628.0,3388.0,13.0,82.0,128.0,57.0,77.0,0.51851851,0500000US08023
242,"Adams County, Colorado",487850.0,419769.0,21169.0,11780.0,23418.0,1147.0,28948.0,0.85774016,0500000US08001
243,"Conejos County, Colorado",8147.0,7510.0,76.0,233.0,23.0,10.0,464.0,0.72093028,0500000US08021
244,"Custer County, Colorado",4505.0,4292.0,121.0,124.0,34.0,30.0,28.0,0.65517241,0500000US08027
245,"Douglas County, Colorado",320940.0,296850.0,6281.0,3252.0,18565.0,1146.0,5603.0,0.97388148,0500000US08035
246,"Eagle County, Colorado",53726.0,48597.0,803.0,377.0,740.0,145.0,4072.0,0.39403972,0500000US08037
247,"Lake County, Colorado",7481.0,6676.0,17.0,31.0,126.0,35.0,690.0,0.40816325,0500000US08065
248,"La Plata County, Colorado",54469.0,49524.0,423.0,4032.0,571.0,31.0,1214.0,0.5025,0500000US08067
249,"Moffat County, Colorado",13056.0,12534.0,168.0,254.0,88.0,101.0,169.0,0.63999999,0500000US08081
250,"Pitkin County, Colorado",17747.0,16539.0,345.0,120.0,402.0,0.0,668.0,0.38392857,0500000US08097
251,"Rio Grande County, Colorado",11430.0,10635.0,122.0,322.0,26.0,23.0,465.0,0.3275862,0500000US08105
252,"Cheyenne County, Colorado",2127.0,2052.0,1.0,39.0,65.0,3.0,12.0,0.29411763,0500000US08017
253,"Bent County, Colorado",5806.0,5295.0,366.0,70.0,36.0,0.0,115.0,0.71875,0500000US08011
254,"Crowley County, Colorado",5514.0,5035.0,263.0,162.0,140.0,42.0,194.0,0.52941179,0500000US08025
255,"Dolores County, Colorado",1736.0,1720.0,6.0,65.0,0.0,0.0,3.0,0.45454544,0500000US08033
256,"Jackson County, Colorado",1372.0,1284.0,0.0,10.0,0.0,0.0,83.0,0.40000001,0500000US08057
257,"Larimer County, Colorado",330976.0,311696.0,5705.0,5496.0,10872.0,641.0,7919.0,0.9019478,0500000US08069
258,"Logan County, Colorado",21885.0,21027.0,902.0,372.0,244.0,0.0,350.0,0.65040648,0500000US08075
259,"Montezuma County, Colorado",25770.0,22110.0,226.0,3438.0,211.0,53.0,467.0,0.48148146,0500000US08083
260,"San Miguel County, Colorado",7804.0,7594.0,45.0,82.0,157.0,0.0,66.0,0.28,0500000US08113
261,"Teller County, Colorado",23769.0,23054.0,250.0,441.0,348.0,62.0,210.0,0.44,0500000US08119
262,"Yuma County, Colorado",10109.0,9642.0,149.0,148.0,53.0,0.0,333.0,0.47058824,0500000US08125
263,"Boulder County, Colorado",316782.0,289564.0,4572.0,4609.0,18331.0,776.0,9077.0,0.93516695,0500000US08013
264,"Elbert County, Colorado",24553.0,23735.0,294.0,366.0,433.0,15.0,360.0,0.63255811,0500000US08039
265,"Las Animas County, Colorado",14151.0,12609.0,210.0,814.0,187.0,31.0,968.0,0.55769229,0500000US08071
266,"Lincoln County, Colorado",5520.0,4909.0,529.0,87.0,9.0,14.0,27.0,0.63333333,0500000US08073
267,"Clear Creek County, Colorado",9257.0,8961.0,178.0,242.0,108.0,19.0,62.0,0.55000001,0500000US08019
268,"Routt County, Colorado",24359.0,23286.0,241.0,218.0,340.0,9.0,487.0,0.29787233,0500000US08107
269,"Summit County, Colorado",29722.0,27324.0,514.0,372.0,240.0,155.0,1836.0,0.38095239,0500000US08117
270,"Alamosa County, Colorado",16345.0,14511.0,532.0,659.0,322.0,36.0,837.0,0.53571433,0500000US08003
271,"Delta County, Colorado",30217.0,28765.0,417.0,501.0,378.0,32.0,531.0,0.48995984,0500000US08029
272,"Fremont County, Colorado",46601.0,42805.0,2343.0,916.0,532.0,60.0,926.0,0.54755044,0500000US08043
273,"Pueblo County, Colorado",163368.0,132914.0,5477.0,8719.0,2667.0,345.0,20551.0,0.83898818,0500000US08101
274,"Montrose County, Colorado",40908.0,38910.0,295.0,654.0,498.0,223.0,1093.0,0.55477029,0500000US08085
275,"Morgan County, Colorado",28123.0,25807.0,946.0,621.0,252.0,71.0,1698.0,0.55789477,0500000US08087
276,"Park County, Colorado",16900.0,16237.0,33.0,331.0,268.0,202.0,92.0,0.60902256,0500000US08093
277,"Saguache County, Colorado",6338.0,5906.0,110.0,274.0,74.0,0.0,261.0,0.055555552,0500000US08109
278,"Mesa County, Colorado",148798.0,143245.0,1890.0,2513.0,1929.0,521.0,2435.0,0.91847563,0500000US08077
279,"Prowers County, Colorado",12084.0,11711.0,124.0,183.0,116.0,29.0,172.0,0.5,0500000US08099
280,"Hinsdale County, Colorado",820.0,790.0,5.0,19.0,8.0,0.0,11.0,0.40000001,0500000US08053
281,"El Paso County, Colorado",674826.0,571277.0,56758.0,15148.0,30332.0,5413.0,39187.0,0.93397844,0500000US08041
282,"Washington County, Colorado",4809.0,4662.0,74.0,29.0,33.0,0.0,72.0,0.60000002,0500000US08121
283,"Grand County, Colorado",14793.0,13871.0,56.0,31.0,295.0,107.0,476.0,0.53913045,0500000US08049
284,"Arapahoe County, Colorado",626612.0,473931.0,77430.0,11117.0,44002.0,2797.0,47688.0,0.90772676,0500000US08005
285,"Otero County, Colorado",18325.0,16883.0,244.0,472.0,217.0,156.0,829.0,0.61654139,0500000US08089
286,"Phillips County, Colorado",4327.0,4153.0,28.0,93.0,26.0,12.0,122.0,0.47368419,0500000US08095
287,"Archuleta County, Colorado",12592.0,10696.0,198.0,358.0,165.0,6.0,1322.0,0.52941179,0500000US08007
288,"Denver County, Colorado",678467.0,540464.0,73386.0,14550.0,31888.0,2325.0,41652.0,0.87985694,0500000US08031
289,"Kiowa County, Colorado",1368.0,1360.0,54.0,46.0,0.0,4.0,0.0,0.27272728,0500000US08061
290,"Huerfano County, Colorado",6498.0,6245.0,41.0,178.0,18.0,0.0,105.0,0.59649122,0500000US08055
291,"Baca County, Colorado",3581.0,3463.0,70.0,69.0,0.0,0.0,29.0,0.5777778,0500000US08009
292,"Chaffee County, Colorado",18818.0,18050.0,361.0,348.0,329.0,21.0,305.0,0.59235668,0500000US08015
293,"Gilpin County, Colorado",5793.0,5549.0,53.0,218.0,16.0,9.0,158.0,0.45238096,0500000US08047
294,"Kit Carson County, Colorado",7846.0,7250.0,269.0,16.0,29.0,42.0,318.0,0.48936167,0500000US08063
295,"Garfield County, Colorado",57945.0,52257.0,606.0,1463.0,610.0,13.0,4614.0,0.43854749,0500000US08045
296,"Gunnison County, Colorado",16215.0,15779.0,239.0,299.0,178.0,18.0,91.0,0.41964287,0500000US08051
297,"Jefferson County, Colorado",564029.0,526931.0,9439.0,9410.0,20553.0,1128.0,13270.0,0.93737489,0500000US08059
298,"Mineral County, Colorado",834.0,723.0,19.0,17.0,13.0,0.0,83.0,0.44444442,0500000US08079
299,"Ouray County, Colorado",4653.0,4607.0,34.0,25.0,24.0,4.0,3.0,0.58823526,0500000US08091
300,"Rio Blanco County, Colorado",6557.0,6497.0,69.0,65.0,22.0,14.0,60.0,0.39285713,0500000US08103
301,"Sedgwick County, Colorado",2357.0,2210.0,55.0,54.0,50.0,4.0,71.0,0.71428573,0500000US08115
302,"Weld County, Colorado",285729.0,260679.0,4958.0,4933.0,5757.0,872.0,16922.0,0.89377016,0500000US08123
303,"New Haven County, Connecticut",862127.0,661553.0,125305.0,6960.0,40016.0,655.0,54629.0,0.86765641,0500000US09009
304,"Litchfield County, Connecticut",184454.0,174453.0,4539.0,1188.0,4244.0,124.0,3100.0,0.89899802,0500000US09005
305,"Hartford County, Connecticut",897417.0,667611.0,138433.0,8740.0,52462.0,1263.0,62115.0,0.86196208,0500000US09003
306,"Windham County, Connecticut",116674.0,107852.0,4567.0,3085.0,2129.0,103.0,3899.0,0.85651666,0500000US09015
307,"New London County, Connecticut",270772.0,232069.0,23178.0,7034.0,14387.0,851.0,10312.0,0.90653729,0500000US09011
308,"Middlesex County, Connecticut",164110.0,148767.0,9771.0,1099.0,5884.0,146.0,1952.0,0.90095198,0500000US09007
309,"Tolland County, Connecticut",151596.0,137698.0,6660.0,1254.0,7628.0,36.0,2413.0,0.90597612,0500000US09013
310,"Fairfield County, Connecticut",947328.0,716567.0,120163.0,6975.0,58108.0,1577.0,73064.0,0.90840673,0500000US09001
311,"Santa Rosa County, Florida",166778.0,149348.0,12291.0,3520.0,5427.0,674.0,3002.0,0.93999124,0500000US12113
312,"New Castle County, Delaware",555036.0,371968.0,145867.0,4206.0,33442.0,590.0,14101.0,0.88168746,0500000US10003
313,"Sussex County, Delaware",215551.0,180671.0,29734.0,2579.0,3354.0,240.0,4307.0,0.81630659,0500000US10005
314,"Kent County, Delaware",173145.0,121446.0,47993.0,2923.0,5568.0,660.0,2874.0,0.8818357,0500000US10001
315,"Manatee County, Florida",363542.0,316150.0,35318.0,2128.0,8920.0,517.0,7036.0,0.82228369,0500000US12081
316,"Citrus County, Florida",141373.0,133568.0,5129.0,1269.0,2605.0,85.0,937.0,0.85442293,0500000US12017
317,"Levy County, Florida",39713.0,35577.0,3976.0,758.0,327.0,89.0,177.0,0.52808988,0500000US12075
318,"Baker County, Florida",27537.0,23196.0,3866.0,262.0,220.0,11.0,221.0,0.58771932,0500000US12003
319,"Volusia County, Florida",518660.0,439877.0,60444.0,4575.0,12149.0,415.0,12575.0,0.80579895,0500000US12127
320,"Leon County, Florida",285890.0,183307.0,92380.0,2134.0,11902.0,388.0,2994.0,0.89289421,0500000US12073
321,"Broward County, Florida",1890416.0,1210042.0,568385.0,16458.0,83074.0,4417.0,70012.0,0.85294753,0500000US12011
322,"Madison County, Florida",18518.0,10779.0,7321.0,111.0,183.0,2.0,260.0,0.55194807,0500000US12079
323,"Monroe County, Florida",76745.0,69172.0,5888.0,551.0,1244.0,63.0,1255.0,0.89172477,0500000US12087
324,"Escambia County, Florida",309924.0,225776.0,75281.0,6245.0,14256.0,1407.0,4998.0,0.87532651,0500000US12033
325,"Hernando County, Florida",179144.0,164036.0,10892.0,1560.0,3105.0,312.0,3257.0,0.86240941,0500000US12053
326,"Hillsborough County, Florida",1351087.0,993722.0,249169.0,13452.0,65495.0,3259.0,74922.0,0.88189936,0500000US12057
327,"Okaloosa County, Florida",197591.0,163284.0,22522.0,2612.0,9686.0,1213.0,7392.0,0.86657959,0500000US12091
328,"Taylor County, Florida",22350.0,17048.0,5034.0,152.0,150.0,46.0,263.0,0.49738219,0500000US12123
329,"Wakulla County, Florida",31586.0,26414.0,4947.0,384.0,138.0,0.0,156.0,0.55263156,0500000US12129
330,"Washington County, Florida",24472.0,20093.0,3883.0,580.0,216.0,112.0,67.0,0.57339454,0500000US12133
331,"Duval County, Florida",912043.0,578523.0,285314.0,8768.0,52581.0,2394.0,16790.0,0.82924181,0500000US12031
332,"Bradford County, Florida",26775.0,21308.0,5486.0,122.0,224.0,6.0,104.0,0.50434786,0500000US12007
333,"Brevard County, Florida",568183.0,484844.0,65515.0,5337.0,18907.0,1377.0,9584.0,0.88908112,0500000US12009
334,"Clay County, Florida",203291.0,171884.0,24656.0,2902.0,8726.0,712.0,4708.0,0.90513468,0500000US12019
335,"Lafayette County, Florida",8684.0,7142.0,1467.0,66.0,0.0,90.0,152.0,0.50793654,0500000US12067
336,"Lake County, Florida",326215.0,276432.0,36610.0,3133.0,8871.0,551.0,8539.0,0.87013274,0500000US12069
337,"Nassau County, Florida",78435.0,71790.0,5244.0,597.0,982.0,41.0,722.0,0.89816511,0500000US12089
338,"Pinellas County, Florida",949842.0,802393.0,111737.0,6975.0,38944.0,1398.0,16463.0,0.85479498,0500000US12103
339,"Polk County, Florida",652256.0,524663.0,107639.0,5675.0,14242.0,807.0,16286.0,0.64620382,0500000US12105
340,"St. Lucie County, Florida",298763.0,224640.0,63091.0,2023.0,7359.0,535.0,8080.0,0.86166298,0500000US12111
341,"Glades County, Florida",13197.0,10665.0,1853.0,617.0,129.0,3.0,136.0,0.56962025,0500000US12043
342,"Hendry County, Florida",39064.0,31312.0,5337.0,865.0,460.0,116.0,2149.0,0.4382470000000001,0500000US12051
343,"Indian River County, Florida",147981.0,130109.0,14773.0,975.0,2646.0,20.0,2445.0,0.83628321,0500000US12061
344,"Jackson County, Florida",48571.0,34248.0,13500.0,642.0,486.0,187.0,376.0,0.54590571,0500000US12063
345,"Palm Beach County, Florida",1426772.0,1082624.0,280513.0,8003.0,45913.0,2421.0,40543.0,0.8679684999999999,0500000US12099
346,"St. Johns County, Florida",226578.0,206331.0,13900.0,2093.0,8078.0,851.0,1717.0,0.88803339,0500000US12109
347,"Seminole County, Florida",449260.0,364704.0,58972.0,4556.0,23615.0,879.0,13480.0,0.91794729,0500000US12117
348,"Bay County, Florida",180117.0,152807.0,22512.0,2831.0,5951.0,476.0,1845.0,0.88017428,0500000US12005
349,"Flagler County, Florida",105015.0,88716.0,11903.0,847.0,3067.0,239.0,2530.0,0.77468443,0500000US12035
350,"Franklin County, Florida",11675.0,9785.0,1764.0,172.0,41.0,76.0,80.0,0.46268657,0500000US12037
351,"Gulf County, Florida",16018.0,12952.0,3111.0,199.0,99.0,32.0,76.0,0.53061223,0500000US12045
352,"Hamilton County, Florida",14238.0,8752.0,5134.0,203.0,31.0,24.0,330.0,0.51136363,0500000US12047
353,"Liberty County, Florida",8347.0,6654.0,1579.0,96.0,31.0,0.0,71.0,0.43548384,0500000US12077
354,"Osceola County, Florida",325168.0,252185.0,42862.0,3238.0,11229.0,1683.0,28000.0,0.8389916999999999,0500000US12097
355,"Sumter County, Florida",116754.0,105095.0,9594.0,874.0,1250.0,132.0,1739.0,0.86792123,0500000US12119
356,"Walton County, Florida",63457.0,56540.0,3767.0,1222.0,1165.0,181.0,2568.0,0.85965294,0500000US12131
357,"Gadsden County, Florida",46113.0,19520.0,26123.0,177.0,384.0,135.0,414.0,0.47959182,0500000US12039
358,"Holmes County, Florida",19483.0,17617.0,1520.0,382.0,127.0,35.0,234.0,0.59649122,0500000US12059
359,"Jefferson County, Florida",14085.0,8804.0,5057.0,109.0,57.0,0.0,222.0,0.58999997,0500000US12065
360,"Lee County, Florida",700165.0,604482.0,66018.0,4532.0,14031.0,1064.0,23839.0,0.84318924,0500000US12071
361,"Marion County, Florida",343778.0,289211.0,48636.0,2950.0,7105.0,426.0,4291.0,0.81203324,0500000US12083
362,"Hardee County, Florida",27326.0,22375.0,2431.0,48.0,240.0,9.0,2499.0,0.48255813,0500000US12049
363,"Collier County, Florida",356774.0,318208.0,26821.0,1842.0,5801.0,77.0,8333.0,0.8389584999999999,0500000US12021
364,"Okeechobee County, Florida",40228.0,35359.0,3660.0,706.0,489.0,94.0,499.0,0.46153846,0500000US12093
365,"Orange County, Florida",1290216.0,856220.0,292200.0,10383.0,82267.0,3338.0,94236.0,0.87912565,0500000US12095
366,"Alachua County, Florida",259865.0,187870.0,56966.0,2363.0,17870.0,595.0,3326.0,0.86491072,0500000US12001
367,"Pasco County, Florida",498136.0,449812.0,32353.0,4397.0,15586.0,816.0,8168.0,0.81818742,0500000US12101
368,"Gilchrist County, Florida",17191.0,16031.0,1119.0,195.0,27.0,0.0,92.0,0.53741497,0500000US12041
369,"Highlands County, Florida",100177.0,83291.0,10501.0,965.0,1758.0,123.0,5687.0,0.7315653,0500000US12055
370,"Suwannee County, Florida",43814.0,37432.0,6302.0,431.0,370.0,43.0,261.0,0.58630949,0500000US12121
371,"DeSoto County, Florida",35675.0,30100.0,4752.0,279.0,95.0,60.0,802.0,0.5,0500000US12027
372,"Calhoun County, Florida",14458.0,11987.0,2101.0,461.0,291.0,148.0,369.0,0.53389829,0500000US12013
373,"Charlotte County, Florida",173236.0,158941.0,11458.0,1346.0,3296.0,172.0,1839.0,0.89512217,0500000US12015
374,"Columbia County, Florida",68484.0,54554.0,13048.0,838.0,888.0,146.0,860.0,0.8660869000000001,0500000US12023
375,"Dixie County, Florida",16323.0,14740.0,1273.0,509.0,115.0,28.0,218.0,0.47857144,0500000US12029
376,"Martin County, Florida",155719.0,138822.0,9218.0,1322.0,2790.0,138.0,6002.0,0.82779104,0500000US12085
377,"Putnam County, Florida",72435.0,59071.0,12632.0,824.0,599.0,27.0,882.0,0.7155292,0500000US12107
378,"Sarasota County, Florida",404839.0,375463.0,21309.0,2332.0,8197.0,379.0,3847.0,0.87458497,0500000US12115
379,"Union County, Florida",15300.0,11520.0,3555.0,144.0,106.0,5.0,213.0,0.41176471,0500000US12125
380,"Clay County, Georgia",3024.0,1065.0,1951.0,7.0,0.0,0.0,158.0,0.41176471,0500000US13061
381,"Echols County, Georgia",4011.0,3274.0,123.0,120.0,86.0,0.0,551.0,0.58333331,0500000US13101
382,"Glynn County, Georgia",83467.0,58217.0,22914.0,726.0,1580.0,128.0,2171.0,0.83773977,0500000US13127
383,"Haralson County, Georgia",28722.0,26997.0,1586.0,254.0,245.0,0.0,258.0,0.55156952,0500000US13143
384,"Lincoln County, Georgia",7768.0,5194.0,2515.0,24.0,32.0,2.0,41.0,0.44594592,0500000US13181
385,"Jackson County, Georgia",63851.0,57180.0,5006.0,369.0,1425.0,28.0,1186.0,0.5,0500000US13157
386,"Jefferson County, Georgia",15954.0,7118.0,8748.0,38.0,28.0,0.0,234.0,0.39568344,0500000US13163
387,"Jones County, Georgia",28540.0,21120.0,7311.0,175.0,225.0,24.0,17.0,0.55725187,0500000US13169
388,"Murray County, Georgia",39444.0,38516.0,495.0,258.0,198.0,0.0,375.0,0.49498329,0500000US13213
389,"Muscogee County, Georgia",198647.0,94731.0,95358.0,1643.0,7036.0,614.0,7423.0,0.82889211,0500000US13215
390,"Pulaski County, Georgia",11396.0,7393.0,3963.0,145.0,0.0,0.0,62.0,0.42465752,0500000US13235
391,"Rabun County, Georgia",16354.0,15264.0,351.0,201.0,141.0,28.0,573.0,0.38926175,0500000US13241
392,"Stewart County, Georgia",5832.0,1759.0,2964.0,17.0,161.0,8.0,1088.0,0.42857143,0500000US13259
393,"Towns County, Georgia",11173.0,10913.0,198.0,210.0,41.0,0.0,37.0,0.49565217,0500000US13281
394,"Treutlen County, Georgia",6752.0,4717.0,2022.0,13.0,0.0,0.0,19.0,0.46153846,0500000US13283
395,"Turner County, Georgia",8036.0,4501.0,3497.0,23.0,32.0,0.0,35.0,0.37681159,0500000US13287
396,"Irwin County, Georgia",9278.0,6612.0,2759.0,68.0,45.0,0.0,39.0,0.44871795,0500000US13155
397,"Atkinson County, Georgia",8313.0,6021.0,1530.0,67.0,8.0,0.0,761.0,0.38636363,0500000US13003
398,"Appling County, Georgia",18471.0,14312.0,3523.0,127.0,156.0,2.0,601.0,0.5103448,0500000US13001
399,"Bacon County, Georgia",11279.0,9239.0,1826.0,32.0,155.0,48.0,236.0,0.47826087,0500000US13005
400,"Brantley County, Georgia",18411.0,17429.0,892.0,108.0,161.0,25.0,64.0,0.4094488,0500000US13025
401,"Whitfield County, Georgia",103963.0,93176.0,4655.0,1215.0,1731.0,66.0,4893.0,0.85656786,0500000US13313
402,"Calhoun County, Georgia",6503.0,2288.0,3980.0,57.0,35.0,0.0,231.0,0.41176471,0500000US13037
403,"Macon County, Georgia",13675.0,4896.0,8229.0,105.0,221.0,2.0,363.0,0.57142854,0500000US13193
404,"Troup County, Georgia",69433.0,42258.0,25321.0,624.0,1631.0,124.0,1303.0,0.77953357,0500000US13285
405,"Bibb County, Georgia",153923.0,65825.0,85216.0,842.0,3568.0,227.0,1055.0,0.80018556,0500000US13021
406,"Harris County, Georgia",33198.0,27097.0,5986.0,277.0,514.0,8.0,354.0,0.52788103,0500000US13145
407,"Marion County, Georgia",8558.0,5248.0,3160.0,48.0,61.0,40.0,150.0,0.55769229,0500000US13197
408,"Schley County, Georgia",5168.0,3613.0,1497.0,2.0,0.0,12.0,95.0,0.34615383,0500000US13249
409,"Worth County, Georgia",20809.0,14495.0,5990.0,320.0,64.0,92.0,114.0,0.58620691,0500000US13321
410,"Bleckley County, Georgia",12779.0,9024.0,3624.0,48.0,22.0,8.0,179.0,0.34146345,0500000US13023
411,"Dooly County, Georgia",14053.0,6395.0,7119.0,5.0,16.0,0.0,771.0,0.40845069,0500000US13093
412,"Evans County, Georgia",10757.0,6424.0,3278.0,24.0,110.0,0.0,1000.0,0.46268657,0500000US13109
413,"Franklin County, Georgia",22328.0,19473.0,2337.0,22.0,263.0,4.0,490.0,0.56024098,0500000US13119
414,"Webster County, Georgia",2627.0,1316.0,1294.0,8.0,0.0,0.0,26.0,0.28571427,0500000US13307
415,"Effingham County, Georgia",57087.0,48106.0,8158.0,553.0,770.0,186.0,600.0,0.52272725,0500000US13103
416,"Lamar County, Georgia",18282.0,12796.0,5835.0,348.0,138.0,13.0,14.0,0.5419354999999999,0500000US13171
417,"Glascock County, Georgia",3027.0,2727.0,311.0,24.0,0.0,0.0,21.0,0.5,0500000US13125
418,"Emanuel County, Georgia",22502.0,14327.0,8133.0,91.0,100.0,10.0,362.0,0.58125001,0500000US13107
419,"Quitman County, Georgia",2140.0,944.0,1109.0,12.0,106.0,4.0,0.0,0.375,0500000US13239
420,"Chatham County, Georgia",285506.0,156938.0,117729.0,2453.0,9823.0,637.0,6558.0,0.88449585,0500000US13051
421,"Liberty County, Georgia",62120.0,31617.0,27854.0,941.0,2150.0,503.0,2810.0,0.86931288,0500000US13179
422,"Jasper County, Georgia",13732.0,10521.0,2959.0,67.0,63.0,0.0,286.0,0.50420171,0500000US13159
423,"Johnson County, Georgia",9800.0,6474.0,3411.0,5.0,17.0,0.0,0.0,0.19117647,0500000US13167
424,"Lanier County, Georgia",10388.0,7745.0,2593.0,81.0,29.0,7.0,57.0,0.33898303,0500000US13173
425,"Madison County, Georgia",28600.0,24725.0,2723.0,173.0,499.0,0.0,942.0,0.51082253,0500000US13195
426,"Mitchell County, Georgia",22574.0,11415.0,11016.0,87.0,94.0,13.0,268.0,0.47852761,0500000US13205
427,"Seminole County, Georgia",8549.0,5387.0,2926.0,66.0,82.0,0.0,204.0,0.44680852,0500000US13253
428,"Tift County, Georgia",40531.0,26239.0,12203.0,166.0,752.0,69.0,1716.0,0.44932434,0500000US13277
429,"Twiggs County, Georgia",8323.0,4764.0,3591.0,99.0,31.0,0.0,0.0,0.27142856,0500000US13289
430,"Polk County, Georgia",41444.0,31883.0,5692.0,264.0,351.0,26.0,3865.0,0.52750808,0500000US13233
431,"Talbot County, Georgia",6423.0,2732.0,3635.0,9.0,60.0,0.0,17.0,0.42857143,0500000US13263
