,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other,Broadband (%),GEO ID
1510,"Jasper County, Missouri",118522.0,110385.0,3647.0,3425.0,1735.0,581.0,2322.0,0.82215357,0500000US29097
1511,"Jefferson County, Missouri",222639.0,217569.0,3658.0,1828.0,2332.0,62.0,744.0,0.89423347,0500000US29099
1512,"Lewis County, Missouri",10078.0,9683.0,425.0,80.0,34.0,12.0,3.0,0.5333333,0500000US29111
1513,"McDonald County, Missouri",22753.0,20610.0,525.0,1099.0,439.0,422.0,394.0,0.48876405,0500000US29119
1514,"New Madrid County, Missouri",18030.0,14953.0,3161.0,187.0,15.0,0.0,78.0,0.61068702,0500000US29143
1515,"Perry County, Missouri",19135.0,18793.0,94.0,240.0,134.0,0.0,40.0,0.71069181,0500000US29157
1516,"Polk County, Missouri",31347.0,30681.0,436.0,806.0,192.0,26.0,20.0,0.49480969,0500000US29167
1517,"Ralls County, Missouri",10208.0,9974.0,211.0,65.0,46.0,3.0,0.0,0.63999999,0500000US29173
1518,"Ray County, Missouri",22859.0,22281.0,467.0,279.0,117.0,57.0,86.0,0.64795923,0500000US29177
1519,"Stone County, Missouri",31529.0,30848.0,182.0,693.0,61.0,35.0,257.0,0.54407293,0500000US29209
1520,"Reynolds County, Missouri",6361.0,6153.0,116.0,140.0,7.0,16.0,18.0,0.51923078,0500000US29179
1521,"St. Louis County, Missouri",999539.0,709870.0,251636.0,8447.0,47407.0,1218.0,8807.0,0.77564412,0500000US29189
1522,"Scott County, Missouri",38858.0,33811.0,4862.0,339.0,197.0,25.0,282.0,0.62640452,0500000US29201
1523,"Barry County, Missouri",35398.0,33876.0,266.0,782.0,623.0,11.0,623.0,0.47297299,0500000US29009
1524,"Barton County, Missouri",11942.0,11460.0,90.0,392.0,73.0,11.0,192.0,0.54455447,0500000US29011
1525,"Boone County, Missouri",174589.0,149036.0,19124.0,2571.0,9426.0,393.0,2188.0,0.8954289000000001,0500000US29019
1526,"Cedar County, Missouri",13862.0,13721.0,179.0,141.0,70.0,80.0,54.0,0.50746268,0500000US29039
1527,"Cole County, Missouri",76749.0,65081.0,9927.0,824.0,1320.0,67.0,1164.0,0.72967416,0500000US29051
1528,"Crawford County, Missouri",24387.0,24148.0,182.0,298.0,153.0,8.0,155.0,0.5970149,0500000US29055
1529,"Gasconade County, Missouri",14769.0,14575.0,124.0,179.0,52.0,0.0,26.0,0.58620691,0500000US29073
1530,"Iron County, Missouri",10286.0,10040.0,193.0,188.0,6.0,5.0,19.0,0.52475244,0500000US29093
1531,"Livingston County, Missouri",15025.0,14347.0,566.0,134.0,98.0,25.0,91.0,0.56296295,0500000US29117
1532,"Macon County, Missouri",15319.0,14771.0,513.0,126.0,94.0,27.0,105.0,0.5,0500000US29121
1533,"Moniteau County, Missouri",15904.0,14968.0,590.0,331.0,5.0,60.0,304.0,0.61157024,0500000US29135
1534,"Oregon County, Missouri",10779.0,10514.0,19.0,307.0,90.0,14.0,45.0,0.41463414,0500000US29149
1535,"Pemiscot County, Missouri",17344.0,12427.0,4984.0,97.0,52.0,4.0,181.0,0.52027029,0500000US29155
1536,"Pettis County, Missouri",42309.0,39592.0,1749.0,429.0,452.0,68.0,1301.0,0.54492754,0500000US29159
1537,"Ste. Genevieve County, Missouri",17882.0,17405.0,473.0,88.0,14.0,0.0,7.0,0.64661652,0500000US29186
1538,"Shannon County, Missouri",8273.0,8105.0,18.0,299.0,23.0,6.0,36.0,0.56578946,0500000US29203
1539,"Randolph County, Missouri",24987.0,23141.0,1789.0,323.0,227.0,14.0,146.0,0.56387663,0500000US29175
1540,"Douglas County, Missouri",13391.0,13287.0,14.0,54.0,14.0,0.0,65.0,0.38709679,0500000US29067
1541,"Dunklin County, Missouri",30905.0,26777.0,3463.0,271.0,192.0,28.0,886.0,0.50181818,0500000US29069
1542,"Franklin County, Missouri",102413.0,100112.0,1442.0,851.0,753.0,107.0,811.0,0.83624327,0500000US29071
1543,"Henry County, Missouri",21834.0,21195.0,411.0,303.0,153.0,64.0,63.0,0.56852794,0500000US29083
1544,"Howard County, Missouri",10144.0,9500.0,630.0,132.0,39.0,23.0,40.0,0.46590909,0500000US29089
1545,"Jackson County, Missouri",688554.0,476778.0,174278.0,9429.0,16730.0,2846.0,31425.0,0.83575702,0500000US29095
1546,"Lawrence County, Missouri",38131.0,36851.0,368.0,767.0,206.0,13.0,632.0,0.56603777,0500000US29109
1547,"Miller County, Missouri",24947.0,24301.0,221.0,406.0,140.0,0.0,139.0,0.53266329,0500000US29131
1548,"Pulaski County, Missouri",53132.0,42013.0,7998.0,1144.0,2310.0,497.0,2095.0,0.48427674,0500000US29169
1549,"Putnam County, Missouri",4846.0,4794.0,57.0,20.0,44.0,0.0,50.0,0.46511626,0500000US29171
1550,"Taney County, Missouri",54308.0,51419.0,985.0,1189.0,737.0,119.0,1353.0,0.46300212,0500000US29213
1551,"Texas County, Missouri",25714.0,24460.0,627.0,984.0,143.0,5.0,136.0,0.50697672,0500000US29215
1552,"Buchanan County, Missouri",89425.0,81942.0,6549.0,1032.0,1415.0,331.0,1447.0,0.80448157,0500000US29021
1553,"Caldwell County, Missouri",9046.0,8891.0,74.0,173.0,53.0,0.0,54.0,0.47435898,0500000US29025
1554,"Callaway County, Missouri",44793.0,42017.0,2446.0,663.0,458.0,173.0,257.0,0.59668505,0500000US29027
1555,"Cass County, Missouri",101888.0,95925.0,4834.0,1492.0,1264.0,62.0,909.0,0.8645038,0500000US29037
1556,"Clinton County, Missouri",20495.0,19794.0,501.0,291.0,75.0,38.0,129.0,0.5888325,0500000US29049
1557,"Cooper County, Missouri",17620.0,16205.0,1429.0,199.0,151.0,13.0,165.0,0.59731543,0500000US29053
1558,"Dallas County, Missouri",16441.0,16173.0,99.0,505.0,42.0,0.0,90.0,0.52985072,0500000US29059
1559,"Gentry County, Missouri",6688.0,6544.0,106.0,71.0,38.0,4.0,0.0,0.7352941,0500000US29075
1560,"Hickory County, Missouri",9352.0,9148.0,6.0,260.0,23.0,29.0,30.0,0.30000001,0500000US29085
1561,"Lincoln County, Missouri",54800.0,52954.0,1431.0,531.0,424.0,74.0,362.0,0.57142854,0500000US29113
1562,"Mississippi County, Missouri",13916.0,10354.0,3438.0,272.0,36.0,6.0,29.0,0.57009345,0500000US29133
1563,"Monroe County, Missouri",8676.0,8323.0,368.0,21.0,38.0,21.0,3.0,0.5316456,0500000US29137
1564,"Newton County, Missouri",58237.0,54640.0,990.0,2463.0,1019.0,612.0,443.0,0.56818181,0500000US29145
1565,"Ozark County, Missouri",9328.0,9241.0,172.0,102.0,26.0,0.0,43.0,0.65853661,0500000US29153
1566,"Pike County, Missouri",18517.0,16963.0,1390.0,272.0,184.0,35.0,137.0,0.60958904,0500000US29163
1567,"St. Charles County, Missouri",385115.0,356530.0,21117.0,3030.0,11814.0,457.0,2293.0,0.91458368,0500000US29183
1568,"Mercer County, Missouri",3669.0,3605.0,54.0,9.0,27.0,4.0,23.0,0.51851851,0500000US29129
1569,"Madison County, Missouri",12226.0,12009.0,150.0,72.0,115.0,17.0,0.0,0.62595421,0500000US29123
1570,"Wright County, Missouri",18304.0,17869.0,109.0,250.0,102.0,0.0,200.0,0.55555558,0500000US29229
1571,"Clay County, Missouri",236068.0,211191.0,17262.0,3618.0,7020.0,900.0,5386.0,0.92131066,0500000US29047
1572,"Vernon County, Missouri",20665.0,20154.0,254.0,404.0,179.0,30.0,57.0,0.4518072,0500000US29217
1573,"Dent County, Missouri",15566.0,15231.0,208.0,249.0,193.0,0.0,42.0,0.35416669,0500000US29065
1574,"Saline County, Missouri",23010.0,20565.0,1478.0,326.0,237.0,233.0,1112.0,0.47752807,0500000US29195
1575,"Nodaway County, Missouri",22744.0,21547.0,698.0,115.0,462.0,59.0,92.0,0.55624998,0500000US29147
1576,"Worth County, Missouri",2053.0,2036.0,11.0,25.0,15.0,0.0,3.0,0.58333331,0500000US29227
1577,"Chariton County, Missouri",7586.0,7373.0,266.0,37.0,23.0,2.0,0.0,0.70666665,0500000US29041
1578,"Grundy County, Missouri",10111.0,9884.0,67.0,165.0,90.0,29.0,40.0,0.51219511,0500000US29079
1579,"Morgan County, Missouri",20097.0,19690.0,231.0,473.0,57.0,0.0,75.0,0.51530612,0500000US29141
1580,"Wayne County, Missouri",13369.0,13201.0,136.0,219.0,60.0,23.0,9.0,0.49494949,0500000US29223
1581,"Bollinger County, Missouri",12347.0,12163.0,72.0,129.0,78.0,20.0,0.0,0.40277779,0500000US29017
1582,"Cape Girardeau County, Missouri",78013.0,70243.0,6987.0,762.0,1435.0,173.0,318.0,0.89827883,0500000US29031
1583,"Shelby County, Missouri",6084.0,5949.0,132.0,11.0,5.0,0.0,19.0,0.53225809,0500000US29205
1584,"Webster County, Missouri",37558.0,36445.0,624.0,498.0,212.0,66.0,407.0,0.62101912,0500000US29225
1585,"Atchison County, Missouri",5335.0,5262.0,31.0,50.0,33.0,0.0,7.0,0.60784316,0500000US29005
1586,"Bates County, Missouri",16405.0,16014.0,262.0,222.0,63.0,54.0,81.0,0.49629632,0500000US29013
1587,"Benton County, Missouri",18918.0,18677.0,123.0,430.0,28.0,13.0,17.0,0.42473117,0500000US29015
1588,"Custer County, Montana",11895.0,11508.0,75.0,480.0,54.0,6.0,63.0,0.65625,0500000US30017
1589,"Hill County, Montana",16468.0,12160.0,114.0,4429.0,190.0,2.0,167.0,0.54330707,0500000US30041
1590,"Chouteau County, Montana",5812.0,4562.0,18.0,1248.0,33.0,2.0,62.0,0.625,0500000US30015
1591,"Treasure County, Montana",790.0,761.0,3.0,9.0,12.0,0.0,17.0,0.44444442,0500000US30103
1592,"Phillips County, Montana",4139.0,3653.0,10.0,528.0,15.0,0.0,45.0,0.61764705,0500000US30071
1593,"Powder River County, Montana",1610.0,1582.0,3.0,67.0,0.0,0.0,16.0,0.41666669,0500000US30075
1594,"Lincoln County, Montana",19249.0,18862.0,18.0,664.0,101.0,70.0,140.0,0.53551912,0500000US30053
1595,"Park County, Montana",16001.0,15797.0,157.0,363.0,52.0,18.0,27.0,0.50675672,0500000US30067
1596,"Roosevelt County, Montana",11218.0,4833.0,59.0,6896.0,76.0,2.0,96.0,0.56451613,0500000US30085
1597,"Blaine County, Montana",6646.0,3196.0,21.0,3441.0,19.0,49.0,56.0,0.43137255,0500000US30005
1598,"Liberty County, Montana",2245.0,2226.0,6.0,0.0,0.0,19.0,19.0,0.5333333,0500000US30051
1599,"Sweet Grass County, Montana",3646.0,3604.0,5.0,108.0,56.0,0.0,2.0,0.43478259,0500000US30097
1600,"Richland County, Montana",11405.0,10883.0,0.0,526.0,110.0,0.0,50.0,0.59340662,0500000US30083
1601,"Teton County, Montana",6040.0,5891.0,39.0,203.0,25.0,13.0,35.0,0.56,0500000US30099
1602,"Prairie County, Montana",1325.0,1309.0,0.0,16.0,0.0,0.0,0.0,0.57142854,0500000US30079
1603,"Toole County, Montana",5031.0,4704.0,19.0,387.0,49.0,0.0,8.0,0.39285713,0500000US30101
1604,"Glacier County, Montana",13677.0,4710.0,58.0,9086.0,53.0,35.0,38.0,0.46987954,0500000US30035
1605,"Fallon County, Montana",2925.0,2824.0,42.0,68.0,28.0,5.0,0.0,0.60000002,0500000US30025
1606,"Daniels County, Montana",1788.0,1768.0,0.0,10.0,0.0,0.0,10.0,0.56,0500000US30019
1607,"Stillwater County, Montana",9342.0,9094.0,26.0,204.0,87.0,10.0,86.0,0.63999999,0500000US30095
1608,"Golden Valley County, Montana",747.0,717.0,51.0,12.0,9.0,0.0,0.0,0.5,0500000US30037
1609,"Judith Basin County, Montana",1965.0,1938.0,0.0,51.0,0.0,0.0,0.0,0.55555558,0500000US30045
1610,"Silver Bow County, Montana",34514.0,33064.0,264.0,1154.0,330.0,34.0,185.0,0.61986303,0500000US30093
1611,"Deer Lodge County, Montana",9131.0,8887.0,103.0,389.0,102.0,5.0,39.0,0.57333332,0500000US30023
1612,"Jefferson County, Montana",11625.0,11380.0,45.0,421.0,82.0,30.0,77.0,0.55769229,0500000US30043
1613,"Granite County, Montana",3206.0,3186.0,16.0,88.0,3.0,1.0,2.0,0.63333333,0500000US30039
1614,"McCone County, Montana",1728.0,1588.0,0.0,122.0,18.0,0.0,16.0,0.62068963,0500000US30055
1615,"Wheatland County, Montana",2108.0,2046.0,0.0,90.0,0.0,4.0,0.0,0.55555558,0500000US30107
1616,"Madison County, Montana",7902.0,7713.0,49.0,114.0,29.0,58.0,106.0,0.49367088,0500000US30057
1617,"Rosebud County, Montana",9292.0,5677.0,22.0,3571.0,97.0,0.0,70.0,0.41818181,0500000US30087
1618,"Sheridan County, Montana",3568.0,3457.0,48.0,141.0,55.0,22.0,26.0,0.55882353,0500000US30091
1619,"Carter County, Montana",1320.0,1315.0,0.0,26.0,0.0,0.0,0.0,0.375,0500000US30011
1620,"Dawson County, Montana",9324.0,8940.0,51.0,315.0,48.0,0.0,92.0,0.68055558,0500000US30021
1621,"Big Horn County, Montana",13290.0,4380.0,130.0,8952.0,76.0,3.0,55.0,0.57746482,0500000US30003
1622,"Broadwater County, Montana",5755.0,5638.0,4.0,154.0,13.0,0.0,51.0,0.59322035,0500000US30007
1623,"Lake County, Montana",29518.0,21753.0,380.0,8812.0,344.0,80.0,286.0,0.47524753,0500000US30047
1624,"Lewis and Clark County, Montana",66290.0,63954.0,507.0,2430.0,783.0,121.0,414.0,0.88254631,0500000US30049
1625,"Pondera County, Montana",6081.0,5107.0,49.0,971.0,48.0,4.0,23.0,0.5333333,0500000US30073
1626,"Yellowstone County, Montana",156332.0,146205.0,2271.0,8848.0,1849.0,250.0,1429.0,0.8744328000000001,0500000US30111
1627,"Missoula County, Montana",114231.0,108634.0,1223.0,4894.0,2679.0,129.0,791.0,0.89631522,0500000US30063
1628,"Ravalli County, Montana",41387.0,40735.0,355.0,871.0,335.0,79.0,170.0,0.53488374,0500000US30081
1629,"Valley County, Montana",7561.0,6773.0,57.0,923.0,33.0,48.0,8.0,0.47272727,0500000US30105
1630,"Cascade County, Montana",81816.0,75107.0,1864.0,5550.0,1386.0,398.0,738.0,0.79121065,0500000US30013
1631,"Fergus County, Montana",11327.0,10929.0,17.0,193.0,94.0,87.0,94.0,0.52336448,0500000US30027
1632,"Garfield County, Montana",1086.0,1086.0,0.0,1.0,0.0,0.0,0.0,0.77777779,0500000US30033
1633,"Mineral County, Montana",4194.0,4136.0,7.0,56.0,30.0,0.0,7.0,0.5625,0500000US30061
1634,"Petroleum County, Montana",453.0,446.0,0.0,0.0,7.0,0.0,0.0,0.625,0500000US30069
1635,"Powell County, Montana",6852.0,6366.0,100.0,420.0,113.0,2.0,26.0,0.60869563,0500000US30077
1636,"Sanders County, Montana",11414.0,10887.0,62.0,678.0,72.0,15.0,90.0,0.5,0500000US30089
1637,"Wibaux County, Montana",1121.0,1119.0,0.0,2.0,0.0,0.0,0.0,0.55555558,0500000US30109
1638,"Gallatin County, Montana",100733.0,97384.0,834.0,1946.0,2056.0,81.0,715.0,0.88572538,0500000US30031
1639,"Meagher County, Montana",2000.0,1941.0,0.0,49.0,0.0,0.0,35.0,0.52631581,0500000US30059
1640,"Carbon County, Montana",10466.0,10286.0,44.0,166.0,49.0,33.0,29.0,0.43877551,0500000US30009
1641,"Beaverhead County, Montana",9360.0,9061.0,8.0,271.0,146.0,3.0,49.0,0.48235294,0500000US30001
1642,"Flathead County, Montana",96147.0,93184.0,642.0,2662.0,1195.0,366.0,838.0,0.87167656,0500000US30029
1643,"Musselshell County, Montana",4766.0,4593.0,49.0,104.0,103.0,0.0,0.0,0.60000002,0500000US30065
1644,"Garden County, Nebraska",1913.0,1884.0,14.0,4.0,18.0,2.0,5.0,0.5,0500000US31069
1645,"Hooker County, Nebraska",684.0,676.0,6.0,0.0,0.0,0.0,2.0,0.375,0500000US31091
1646,"Morrill County, Nebraska",4903.0,4774.0,49.0,91.0,7.0,4.0,78.0,0.37837836,0500000US31123
1647,"Nemaha County, Nebraska",7041.0,6826.0,125.0,61.0,58.0,1.0,21.0,0.60606062,0500000US31127
1648,"Seward County, Nebraska",17045.0,16702.0,174.0,128.0,127.0,0.0,161.0,0.5333333,0500000US31159
1649,"Thomas County, Nebraska",643.0,639.0,0.0,13.0,0.0,0.0,2.0,0.40000001,0500000US31171
1650,"Dakota County, Nebraska",20529.0,14866.0,1040.0,857.0,727.0,63.0,3400.0,0.48226953,0500000US31043
1651,"Webster County, Nebraska",3597.0,3538.0,13.0,34.0,71.0,8.0,31.0,0.5,0500000US31181
1652,"Antelope County, Nebraska",6406.0,6287.0,17.0,49.0,28.0,1.0,60.0,0.59375,0500000US31003
1653,"Chase County, Nebraska",3803.0,3794.0,14.0,8.0,0.0,0.0,7.0,0.5,0500000US31029
1654,"Butler County, Nebraska",8105.0,7921.0,95.0,75.0,55.0,0.0,81.0,0.54022986,0500000US31023
1655,"Clay County, Nebraska",6264.0,6141.0,41.0,77.0,21.0,0.0,62.0,0.54545456,0500000US31035
1656,"Arthur County, Nebraska",421.0,420.0,0.0,9.0,0.0,0.0,1.0,0.66666663,0500000US31005
1657,"Custer County, Nebraska",10836.0,10551.0,106.0,38.0,92.0,0.0,118.0,0.5181818,0500000US31041
1658,"Franklin County, Nebraska",3019.0,2997.0,19.0,16.0,20.0,0.0,1.0,0.37931034,0500000US31061
1659,"Gage County, Nebraska",21632.0,21065.0,197.0,180.0,138.0,74.0,171.0,0.60714287,0500000US31067
1660,"Hamilton County, Nebraska",9149.0,8852.0,75.0,136.0,6.0,0.0,167.0,0.56790125,0500000US31081
1661,"Loup County, Nebraska",537.0,535.0,0.0,2.0,0.0,0.0,0.0,0.57142854,0500000US31115
1662,"Jefferson County, Nebraska",7276.0,7181.0,44.0,170.0,18.0,0.0,8.0,0.62337661,0500000US31095
1663,"Kearney County, Nebraska",6547.0,6467.0,30.0,50.0,33.0,0.0,39.0,0.60344827,0500000US31099
1664,"Keith County, Nebraska",8129.0,7876.0,82.0,66.0,89.0,23.0,28.0,0.52631581,0500000US31101
1665,"Madison County, Nebraska",35062.0,32640.0,750.0,631.0,454.0,2.0,1116.0,0.51417005,0500000US31119
1666,"Perkins County, Nebraska",2904.0,2894.0,4.0,8.0,11.0,0.0,4.0,0.59375,0500000US31135
1667,"Phelps County, Nebraska",9163.0,9001.0,63.0,103.0,51.0,48.0,65.0,0.54255319,0500000US31137
1668,"Saunders County, Nebraska",20953.0,20677.0,195.0,148.0,156.0,42.0,84.0,0.62871289,0500000US31155
1669,"Scotts Bluff County, Nebraska",36509.0,34450.0,479.0,889.0,390.0,69.0,1071.0,0.57894737,0500000US31157
1670,"Wayne County, Nebraska",9409.0,9029.0,265.0,124.0,51.0,0.0,70.0,0.52777779,0500000US31179
1671,"Keya Paha County, Nebraska",720.0,714.0,3.0,3.0,2.0,0.0,8.0,0.42857143,0500000US31103
1672,"Kimball County, Nebraska",3688.0,3581.0,18.0,94.0,43.0,0.0,45.0,0.55319148,0500000US31105
1673,"Knox County, Nebraska",8496.0,7510.0,34.0,917.0,53.0,17.0,121.0,0.64999998,0500000US31107
1674,"Lincoln County, Nebraska",35569.0,34584.0,611.0,375.0,387.0,19.0,261.0,0.51186442,0500000US31111
1675,"Merrick County, Nebraska",7829.0,7658.0,47.0,122.0,70.0,0.0,113.0,0.52941179,0500000US31121
1676,"Pierce County, Nebraska",7175.0,7097.0,48.0,47.0,40.0,15.0,24.0,0.59016395,0500000US31139
1677,"Sioux County, Nebraska",1256.0,1246.0,70.0,2.0,6.0,0.0,0.0,0.69230765,0500000US31165
1678,"Burt County, Nebraska",6546.0,6310.0,72.0,172.0,32.0,7.0,37.0,0.72413796,0500000US31021
1679,"Cass County, Nebraska",25513.0,25009.0,233.0,139.0,175.0,236.0,157.0,0.5990991,0500000US31025
1680,"Cuming County, Nebraska",9039.0,8544.0,35.0,95.0,23.0,26.0,446.0,0.65333337,0500000US31039
1681,"Dixon County, Nebraska",5765.0,5527.0,57.0,58.0,7.0,5.0,184.0,0.53191489,0500000US31051
1682,"Dundy County, Nebraska",2017.0,2004.0,3.0,9.0,0.0,0.0,9.0,0.57142854,0500000US31057
1683,"Grant County, Nebraska",682.0,676.0,11.0,0.0,2.0,0.0,0.0,0.40000001,0500000US31075
1684,"Greeley County, Nebraska",2436.0,2399.0,28.0,11.0,10.0,0.0,12.0,0.33333331,0500000US31077
1685,"Hall County, Nebraska",61233.0,55341.0,1744.0,564.0,934.0,163.0,3299.0,0.55632186,0500000US31079
1686,"Hayes County, Nebraska",957.0,954.0,0.0,4.0,0.0,0.0,3.0,0.42857143,0500000US31085
1687,"Otoe County, Nebraska",15875.0,15470.0,199.0,148.0,134.0,0.0,260.0,0.625,0500000US31131
1688,"Red Willow County, Nebraska",10870.0,10698.0,140.0,138.0,31.0,0.0,13.0,0.64130431,0500000US31145
1689,"Cedar County, Nebraska",8561.0,8438.0,14.0,89.0,12.0,4.0,45.0,0.63999999,0500000US31027
1690,"Dawes County, Nebraska",8972.0,8205.0,212.0,465.0,101.0,217.0,62.0,0.50746268,0500000US31045
1691,"Johnson County, Nebraska",5200.0,4516.0,390.0,92.0,45.0,0.0,207.0,0.32608697,0500000US31097
1692,"Cheyenne County, Nebraska",10012.0,9770.0,128.0,178.0,114.0,0.0,76.0,0.56976748,0500000US31033
1693,"Dawson County, Nebraska",23925.0,21807.0,1539.0,267.0,6.0,12.0,637.0,0.55952382,0500000US31047
1694,"Garfield County, Nebraska",1958.0,1932.0,15.0,0.0,6.0,0.0,16.0,0.33333331,0500000US31071
1695,"McPherson County, Nebraska",432.0,432.0,0.0,10.0,0.0,0.0,0.0,0.60000002,0500000US31117
1696,"Nance County, Nebraska",3569.0,3541.0,3.0,17.0,2.0,3.0,3.0,0.22580644,0500000US31125
1697,"Pawnee County, Nebraska",2704.0,2698.0,17.0,52.0,21.0,21.0,0.0,0.25806451,0500000US31133
1698,"Stanton County, Nebraska",6020.0,5910.0,119.0,7.0,24.0,0.0,17.0,0.61702132,0500000US31167
1699,"Valley County, Nebraska",4252.0,4218.0,42.0,17.0,11.0,0.0,2.0,0.39583331,0500000US31175
1700,"Wheeler County, Nebraska",846.0,839.0,0.0,2.0,1.0,0.0,6.0,0.42857143,0500000US31183
1701,"Harlan County, Nebraska",3469.0,3361.0,33.0,42.0,23.0,1.0,46.0,0.5106383,0500000US31083
1702,"York County, Nebraska",13832.0,13385.0,274.0,192.0,137.0,0.0,170.0,0.55555558,0500000US31185
1703,"Blaine County, Nebraska",502.0,492.0,0.0,0.0,3.0,7.0,0.0,0.25,0500000US31009
1704,"Buffalo County, Nebraska",48834.0,46396.0,808.0,428.0,933.0,33.0,1259.0,0.48606813,0500000US31019
1705,"Colfax County, Nebraska",10616.0,9572.0,337.0,270.0,102.0,29.0,626.0,0.57692307,0500000US31037
1706,"Deuel County, Nebraska",1901.0,1852.0,1.0,42.0,13.0,0.0,23.0,0.54545456,0500000US31049
1707,"Hitchcock County, Nebraska",2860.0,2847.0,12.0,6.0,0.0,0.0,4.0,0.40000001,0500000US31087
1708,"Logan County, Nebraska",919.0,901.0,6.0,21.0,0.0,0.0,12.0,0.5,0500000US31113
1709,"Platte County, Nebraska",32875.0,31749.0,297.0,201.0,318.0,4.0,697.0,0.56302524,0500000US31141
1710,"Polk County, Nebraska",5244.0,5165.0,24.0,82.0,6.0,0.0,40.0,0.48717949,0500000US31143
1711,"Thayer County, Nebraska",5133.0,5091.0,14.0,82.0,8.0,8.0,20.0,0.39024392,0500000US31169
1712,"Box Butte County, Nebraska",11200.0,10586.0,246.0,433.0,69.0,31.0,179.0,0.61956519,0500000US31013
1713,"Brown County, Nebraska",3058.0,3039.0,10.0,46.0,19.0,0.0,10.0,0.57692307,0500000US31017
1714,"Adams County, Nebraska",31564.0,29972.0,480.0,353.0,534.0,60.0,815.0,0.60283685,0500000US31001
1715,"Sheridan County, Nebraska",5241.0,4622.0,65.0,761.0,49.0,2.0,35.0,0.47058824,0500000US31161
1716,"Lancaster County, Nebraska",306357.0,273743.0,16545.0,4350.0,15345.0,578.0,5954.0,0.89562505,0500000US31109
1717,"Boone County, Nebraska",5357.0,5309.0,42.0,11.0,19.0,7.0,7.0,0.55319148,0500000US31011
1718,"Nuckolls County, Nebraska",4318.0,4245.0,11.0,18.0,55.0,0.0,7.0,0.56410253,0500000US31129
1719,"Rock County, Nebraska",1381.0,1369.0,4.0,16.0,0.0,0.0,8.0,0.36363637,0500000US31149
1720,"Banner County, Nebraska",728.0,718.0,13.0,7.0,4.0,0.0,2.0,0.75,0500000US31007
1721,"Frontier County, Nebraska",2624.0,2601.0,14.0,30.0,26.0,0.0,1.0,0.31818181,0500000US31063
1722,"Sherman County, Nebraska",3048.0,3006.0,0.0,6.0,17.0,3.0,24.0,0.42857143,0500000US31163
1723,"Douglas County, Nebraska",549706.0,453293.0,69976.0,7716.0,22936.0,940.0,12819.0,0.86224031,0500000US31055
1724,"Richardson County, Nebraska",8045.0,7780.0,18.0,493.0,15.0,0.0,14.0,0.5373134,0500000US31147
1725,"Howard County, Nebraska",6385.0,6281.0,65.0,37.0,7.0,10.0,90.0,0.70731705,0500000US31093
1726,"Holt County, Nebraska",10293.0,10089.0,24.0,81.0,66.0,10.0,101.0,0.66666663,0500000US31089
1727,"Furnas County, Nebraska",4814.0,4733.0,51.0,29.0,22.0,18.0,43.0,0.34375,0500000US31065
1728,"Gosper County, Nebraska",2019.0,2000.0,1.0,18.0,18.0,0.0,5.0,0.5,0500000US31073
1729,"Saline County, Nebraska",14325.0,13152.0,174.0,113.0,476.0,19.0,651.0,0.53191489,0500000US31151
1730,"Sarpy County, Nebraska",175188.0,160164.0,9696.0,1987.0,6025.0,498.0,2880.0,0.93157655,0500000US31153
1731,"Thurston County, Nebraska",7055.0,2872.0,90.0,4134.0,58.0,0.0,51.0,0.45652172,0500000US31173
1732,"Washington County, Nebraska",20414.0,19953.0,373.0,119.0,123.0,0.0,120.0,0.67195773,0500000US31177
1733,"Boyd County, Nebraska",2049.0,1985.0,15.0,44.0,28.0,0.0,5.0,0.52380949,0500000US31015
1734,"Cherry County, Nebraska",5792.0,5509.0,12.0,452.0,43.0,48.0,1.0,0.47619048,0500000US31031
1735,"Dodge County, Nebraska",36576.0,35056.0,579.0,608.0,302.0,63.0,590.0,0.59270513,0500000US31053
1736,"Fillmore County, Nebraska",5603.0,5499.0,63.0,68.0,14.0,5.0,34.0,0.53703707,0500000US31059
1737,"Cheshire County, New Hampshire",76109.0,74021.0,960.0,731.0,1421.0,43.0,559.0,0.88103211,0500000US33005
1738,"Merrimack County, New Hampshire",147958.0,142642.0,2659.0,1365.0,3629.0,17.0,640.0,0.90741944,0500000US33013
1739,"Grafton County, New Hampshire",89280.0,84389.0,1511.0,1004.0,3780.0,94.0,343.0,0.8250134,0500000US33009
1740,"Rockingham County, New Hampshire",302479.0,292027.0,3831.0,1865.0,7467.0,234.0,2115.0,0.92717612,0500000US33015
1741,"Belknap County, New Hampshire",60383.0,59237.0,583.0,481.0,822.0,77.0,126.0,0.51908398,0500000US33001
1742,"Sullivan County, New Hampshire",43073.0,42285.0,488.0,574.0,398.0,89.0,63.0,0.51767677,0500000US33019
1743,"Hillsborough County, New Hampshire",406371.0,375829.0,13801.0,2803.0,18406.0,581.0,4820.0,0.92494792,0500000US33011
1744,"Strafford County, New Hampshire",126552.0,120503.0,2236.0,1296.0,5133.0,74.0,709.0,0.89356118,0500000US33017
1745,"Coos County, New Hampshire",32119.0,30835.0,888.0,393.0,266.0,67.0,227.0,0.50467288,0500000US33007
1746,"Carroll County, New Hampshire",47524.0,46905.0,338.0,454.0,416.0,8.0,95.0,0.47854078,0500000US33003
