,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate (%)
591,"Union County, Georgia",22262.0,53.8,42767.0,26755.0,2788.0,12.523582786811607
592,"Upson County, Georgia",26241.0,41.5,35375.0,19624.0,5817.0,22.167600320109752
593,"Washington County, Georgia",20506.0,40.3,38097.0,19238.0,5074.0,24.743977372476348
594,"White County, Georgia",28509.0,45.1,43944.0,23630.0,4981.0,17.471675611210493
595,"Peach County, Georgia",27027.0,35.8,43645.0,22388.0,4685.0,17.334517334517333
596,"Paulding County, Georgia",152399.0,35.6,63669.0,26636.0,14716.0,9.656231340100657
597,"Pierce County, Georgia",19141.0,39.4,39863.0,23754.0,3994.0,20.866203437646934
598,"Pike County, Georgia",17919.0,40.5,52377.0,25176.0,2148.0,11.987276075673865
599,"Richmond County, Georgia",201568.0,33.7,39430.0,21464.0,46692.0,23.164391173202095
600,"Screven County, Georgia",14037.0,41.2,36556.0,20255.0,3092.0,22.027498753294864
601,"Tattnall County, Georgia",25402.0,36.9,36355.0,16279.0,4553.0,17.923785528698527
602,"Berrien County, Georgia",19014.0,39.5,38297.0,18064.0,4445.0,23.377511307457663
603,"Walker County, Georgia",68609.0,41.4,43581.0,22564.0,11523.0,16.795172644988266
604,"Gwinnett County, Georgia",889954.0,34.9,64496.0,27945.0,107267.0,12.053094879061165
605,"Barrow County, Georgia",75099.0,35.1,56119.0,22978.0,9829.0,13.08805709796402
606,"Charlton County, Georgia",12963.0,41.4,43257.0,19102.0,2719.0,20.97508292833449
607,"Clinch County, Georgia",6788.0,37.6,21838.0,17145.0,2641.0,38.90689451974072
608,"Bartow County, Georgia",102623.0,37.5,52393.0,24931.0,14417.0,14.048507644485154
609,"Douglas County, Georgia",140152.0,36.3,59333.0,25449.0,19690.0,14.049032479022776
610,"Grady County, Georgia",25048.0,39.7,39462.0,20864.0,6284.0,25.08783136378154
611,"Jeff Davis County, Georgia",14999.0,36.3,37267.0,18550.0,3079.0,20.528035202346825
612,"Montgomery County, Georgia",8962.0,39.4,40308.0,20114.0,1593.0,17.77505021200625
613,"Oglethorpe County, Georgia",14654.0,42.5,43938.0,21858.0,2543.0,17.353623584004367
614,"Randolph County, Georgia",7206.0,44.3,30640.0,19781.0,2449.0,33.98556758257008
615,"Rockdale County, Georgia",88482.0,37.3,54175.0,24254.0,14232.0,16.084627381840374
616,"Ware County, Georgia",35688.0,38.9,36962.0,19246.0,8240.0,23.088993499215423
617,"Wayne County, Georgia",29833.0,38.2,41534.0,19188.0,5863.0,19.652733550095533
618,"Wheeler County, Georgia",7952.0,38.2,28490.0,11192.0,1780.0,22.38430583501006
619,"Wilcox County, Georgia",8896.0,39.4,35457.0,15119.0,1491.0,16.760341726618705
620,"Baldwin County, Georgia",45527.0,35.1,37008.0,20114.0,11610.0,25.50135084675028
621,"Banks County, Georgia",18363.0,40.3,42182.0,19451.0,2629.0,14.31683276153134
622,"Bulloch County, Georgia",73742.0,28.1,39305.0,20526.0,20153.0,27.329066203791598
623,"Clarke County, Georgia",123554.0,27.3,34557.0,21203.0,38618.0,31.255969049970055
624,"Hawaii County, Hawaii",196325.0,42.1,56395.0,26959.0,33703.0,17.16694256971858
625,"Honolulu County, Hawaii",990060.0,37.6,80078.0,33776.0,86868.0,8.774013696139628
626,"Maui County, Hawaii",164094.0,40.9,72762.0,32379.0,16147.0,9.840091654783235
627,"Kauai County, Hawaii",71093.0,42.1,72330.0,30515.0,6420.0,9.030424936350977
628,"Kalawao County, Hawaii",86.0,57.6,61750.0,46024.0,10.0,11.627906976744185
629,"Oneida County, Idaho",4284.0,39.5,43491.0,21360.0,535.0,12.488328664799253
630,"Cassia County, Idaho",23472.0,31.8,48162.0,20007.0,3393.0,14.455521472392638
631,"Gem County, Idaho",16850.0,45.2,42888.0,20041.0,3455.0,20.504451038575667
632,"Lincoln County, Idaho",5296.0,33.1,46383.0,19095.0,601.0,11.348187311178247
633,"Valley County, Idaho",10104.0,50.2,54015.0,28515.0,1042.0,10.312747426761678
634,"Adams County, Idaho",3946.0,52.8,42727.0,24315.0,541.0,13.710086163203243
635,"Franklin County, Idaho",13120.0,32.6,51583.0,20454.0,1601.0,12.202743902439025
636,"Nez Perce County, Idaho",40014.0,41.3,51804.0,26799.0,5579.0,13.94262008297096
637,"Jerome County, Idaho",23039.0,32.6,46421.0,19329.0,3693.0,16.02934155128261
638,"Kootenai County, Idaho",150128.0,39.7,53189.0,28275.0,18668.0,12.434722370244058
639,"Lewis County, Idaho",3824.0,48.1,40313.0,23285.0,575.0,15.036610878661088
640,"Minidoka County, Idaho",20448.0,35.4,48021.0,21887.0,3623.0,17.718114241001565
641,"Twin Falls County, Idaho",82248.0,34.6,49118.0,22723.0,11651.0,14.165693998638265
642,"Owyhee County, Idaho",11384.0,38.6,36092.0,19909.0,2622.0,23.03232607167955
643,"Blaine County, Idaho",21583.0,42.8,58835.0,32736.0,3180.0,14.733818282907844
644,"Boise County, Idaho",6968.0,53.2,49964.0,29648.0,782.0,11.222732491389207
645,"Boundary County, Idaho",11323.0,43.7,39512.0,24606.0,2040.0,18.0164267420295
646,"Butte County, Idaho",2613.0,46.4,43207.0,26227.0,416.0,15.92039800995025
647,"Caribou County, Idaho",6862.0,36.9,58750.0,25669.0,633.0,9.224715826289712
648,"Gooding County, Idaho",15110.0,37.3,42626.0,20821.0,2392.0,15.830575777630708
649,"Ada County, Idaho",435117.0,36.4,60151.0,31642.0,50474.0,11.60009836434798
650,"Bannock County, Idaho",84113.0,33.2,47390.0,23872.0,14445.0,17.17332635858904
651,"Bear Lake County, Idaho",5942.0,39.3,50603.0,24411.0,853.0,14.355435880175024
652,"Bingham County, Idaho",45369.0,33.3,51307.0,20720.0,5905.0,13.015495161894686
653,"Bonneville County, Idaho",110404.0,32.6,54150.0,25706.0,12919.0,11.70156878373972
654,"Camas County, Idaho",886.0,47.0,36667.0,29193.0,198.0,22.34762979683973
655,"Canyon County, Idaho",207027.0,33.2,46426.0,19765.0,34812.0,16.815198017649873
656,"Clearwater County, Idaho",8533.0,50.3,41122.0,22169.0,1048.0,12.281729755068557
657,"Jefferson County, Idaho",27410.0,31.3,58055.0,21519.0,2596.0,9.470995986866107
658,"Latah County, Idaho",38697.0,28.3,43310.0,24166.0,7980.0,20.621753624311964
659,"Custer County, Idaho",4141.0,53.4,37976.0,23290.0,773.0,18.66698865008452
660,"Lemhi County, Idaho",7755.0,52.9,36031.0,22489.0,1306.0,16.840747904577693
661,"Payette County, Idaho",22839.0,38.8,48447.0,23361.0,3468.0,15.184552738736372
662,"Benewah County, Idaho",9050.0,46.5,43472.0,23120.0,1418.0,15.668508287292818
663,"Bonner County, Idaho",41855.0,47.7,45607.0,25909.0,5752.0,13.742683072512245
664,"Clark County, Idaho",1055.0,29.7,31927.0,15283.0,255.0,24.170616113744074
665,"Elmore County, Idaho",26232.0,31.4,45154.0,23029.0,3783.0,14.42131747483989
666,"Fremont County, Idaho",12889.0,36.7,51806.0,21611.0,1458.0,11.311971448521996
667,"Madison County, Idaho",38241.0,23.5,33620.0,15257.0,11974.0,31.311942679323238
668,"Shoshone County, Idaho",12490.0,47.2,39835.0,23834.0,2140.0,17.133706965572458
669,"Idaho County, Idaho",16275.0,49.5,40299.0,20741.0,2105.0,12.93394777265745
670,"Teton County, Idaho",10776.0,36.4,55986.0,28004.0,888.0,8.240534521158128
671,"Power County, Idaho",7667.0,34.8,47602.0,21513.0,879.0,11.464718925264119
672,"Washington County, Idaho",9996.0,46.1,37521.0,20435.0,1549.0,15.496198479391756
673,"Hancock County, Illinois",18264.0,46.0,51460.0,26118.0,2029.0,11.10928602715725
674,"Madison County, Illinois",266153.0,40.0,56536.0,30278.0,35099.0,13.18752747479833
675,"Grundy County, Illinois",50333.0,37.5,71598.0,31914.0,4669.0,9.276220372320347
676,"Kankakee County, Illinois",110801.0,37.7,56542.0,26150.0,16059.0,14.49355150224276
677,"Mercer County, Illinois",15794.0,44.8,55649.0,27844.0,1765.0,11.17512979612511
678,"DuPage County, Illinois",931826.0,39.1,84442.0,42050.0,62247.0,6.6801098059079695
679,"Sangamon County, Illinois",198134.0,40.1,58687.0,33277.0,30348.0,15.316906739883109
680,"Alexander County, Illinois",6776.0,42.3,31014.0,18564.0,2212.0,32.64462809917355
681,"Menard County, Illinois",12416.0,42.3,62368.0,32839.0,1386.0,11.163015463917526
682,"Randolph County, Illinois",32829.0,41.5,49717.0,24716.0,3531.0,10.755734259343873
683,"Morgan County, Illinois",34442.0,41.2,49353.0,26253.0,4611.0,13.387724290110912
684,"Cook County, Illinois",5238541.0,36.4,59426.0,33722.0,821572.0,15.683221721467866
685,"Ogle County, Illinois",51619.0,41.9,57655.0,29239.0,5657.0,10.959142951238885
686,"Macon County, Illinois",107587.0,41.0,49052.0,28280.0,17246.0,16.02981772890777
687,"Stephenson County, Illinois",45839.0,44.7,46427.0,25792.0,7254.0,15.824952551320928
688,"Wayne County, Illinois",16569.0,43.4,46405.0,25046.0,2594.0,15.65574265194037
689,"White County, Illinois",14186.0,43.8,46279.0,26522.0,1911.0,13.471027773861554
690,"Woodford County, Illinois",38942.0,39.9,69507.0,34198.0,2793.0,7.17220481742078
691,"Franklin County, Illinois",39302.0,42.3,39454.0,22346.0,7635.0,19.42649229046868
692,"Henderson County, Illinois",6927.0,49.2,47428.0,27949.0,774.0,11.173668254655695
693,"McDonough County, Illinois",31597.0,31.3,42911.0,22527.0,6212.0,19.66009431275121
694,"McHenry County, Illinois",308043.0,39.9,82230.0,36208.0,22339.0,7.251909635992377
695,"McLean County, Illinois",173231.0,32.7,64573.0,32943.0,24110.0,13.917832258660402
696,"Moultrie County, Illinois",14711.0,39.9,53979.0,26166.0,1740.0,11.827883896404051
697,"Perry County, Illinois",21467.0,41.8,45864.0,23929.0,2766.0,12.884893091722178
698,"Pike County, Illinois",15930.0,42.4,41387.0,23218.0,2281.0,14.318895166352794
699,"Pope County, Illinois",4360.0,52.2,41139.0,22191.0,531.0,12.178899082568808
700,"Rock Island County, Illinois",146205.0,40.0,51426.0,27822.0,20597.0,14.087753496802435
701,"St. Clair County, Illinois",264433.0,38.0,51103.0,28643.0,44376.0,16.781566597209878
702,"Shelby County, Illinois",21906.0,44.6,49807.0,24808.0,2630.0,12.005843147995982
703,"Wabash County, Illinois",11568.0,42.8,49716.0,25105.0,1498.0,12.949515905947441
704,"Champaign County, Illinois",207946.0,29.7,49586.0,28463.0,41088.0,19.758975887970916
705,"Calhoun County, Illinois",4897.0,46.5,53641.0,25660.0,601.0,12.272820093935062
706,"Cumberland County, Illinois",10899.0,41.9,50680.0,24956.0,1533.0,14.065510597302504
707,"Ford County, Illinois",13470.0,43.2,50851.0,26611.0,2044.0,15.174461766889383
708,"Jo Daviess County, Illinois",22046.0,49.4,55532.0,32401.0,1658.0,7.5206386646103605
709,"Kane County, Illinois",529402.0,36.6,74862.0,33486.0,54558.0,10.305590080883714
710,"Kendall County, Illinois",122933.0,34.5,89860.0,33369.0,6889.0,5.603865520242734
711,"Lawrence County, Illinois",16457.0,41.2,44504.0,21072.0,2286.0,13.89074557938871
712,"Brown County, Illinois",6791.0,38.7,56289.0,21906.0,557.0,8.202032101310557
713,"Marion County, Illinois",38305.0,41.8,44679.0,24112.0,6659.0,17.38415350476439
714,"Marshall County, Illinois",11925.0,46.3,55173.0,29025.0,1194.0,10.0125786163522
715,"Mason County, Illinois",13904.0,45.5,44695.0,25952.0,1897.0,13.64355581127733
716,"Iroquois County, Illinois",28457.0,44.3,48857.0,26480.0,4316.0,15.16674280493376
717,"Christian County, Illinois",33562.0,42.7,50668.0,25614.0,4033.0,12.01656635480603
718,"Clay County, Illinois",13393.0,44.0,47427.0,25700.0,1842.0,13.75345329649817
719,"Gallatin County, Illinois",5226.0,44.8,42450.0,24538.0,862.0,16.494450822809032
720,"Jackson County, Illinois",59115.0,31.1,36008.0,23455.0,15300.0,25.881755899517888
721,"Monroe County, Illinois",33739.0,42.3,74410.0,37043.0,1781.0,5.278757520969798
722,"Peoria County, Illinois",186145.0,37.0,53063.0,29683.0,28747.0,15.44333718337855
723,"Union County, Illinois",17267.0,43.5,46716.0,24646.0,2870.0,16.621300747089826
724,"Winnebago County, Illinois",287512.0,39.6,51110.0,27297.0,43159.0,15.01119953254125
725,"Piatt County, Illinois",16433.0,43.0,67360.0,33672.0,888.0,5.403760725369683
726,"Pulaski County, Illinois",5691.0,43.3,34655.0,20195.0,966.0,16.974169741697416
727,"Schuyler County, Illinois",7181.0,46.6,47321.0,23670.0,1511.0,21.041637654922713
728,"Stark County, Illinois",5551.0,45.0,52284.0,30009.0,763.0,13.745271122320302
729,"Edgar County, Illinois",17603.0,44.5,47873.0,26344.0,2655.0,15.082656365392262
730,"Bond County, Illinois",17034.0,40.4,54393.0,24473.0,2399.0,14.083597510860631
731,"Boone County, Illinois",53638.0,38.3,62701.0,29029.0,5617.0,10.47205339498117
732,"Bureau County, Illinois",33619.0,43.7,54271.0,28332.0,4175.0,12.418572830839704
733,"Carroll County, Illinois",14704.0,47.4,50555.0,27605.0,1634.0,11.112622415669206
734,"Coles County, Illinois",52540.0,34.3,41907.0,26060.0,10212.0,19.43661971830986
735,"Crawford County, Illinois",19214.0,42.5,47468.0,25955.0,2056.0,10.70053086291246
736,"Jersey County, Illinois",22215.0,42.5,56320.0,27528.0,2009.0,9.043439117713257
737,"Putnam County, Illinois",5771.0,47.5,64741.0,33697.0,507.0,8.78530583954254
738,"De Witt County, Illinois",16176.0,42.8,55411.0,27866.0,2108.0,13.031651829871414
739,"Fayette County, Illinois",21980.0,41.4,44541.0,21844.0,3564.0,16.2147406733394
740,"Lee County, Illinois",34670.0,42.7,58319.0,28179.0,3699.0,10.669166426305162
741,"Logan County, Illinois",29488.0,40.6,58271.0,26479.0,2327.0,7.891345632121541
742,"Macoupin County, Illinois",45960.0,43.1,53890.0,27255.0,5962.0,12.972149695387293
743,"Richland County, Illinois",15953.0,42.3,46454.0,25262.0,2348.0,14.718234814768381
744,"Saline County, Illinois",24430.0,42.0,40722.0,22725.0,4920.0,20.139173147769135
745,"Washington County, Illinois",14260.0,43.0,54520.0,29687.0,1364.0,9.565217391304348
746,"Montgomery County, Illinois",29173.0,42.4,47807.0,23172.0,3916.0,13.423370925170534
747,"Whiteside County, Illinois",56823.0,42.9,51969.0,28188.0,6207.0,10.92339369621456
748,"Adams County, Illinois",66787.0,41.5,48454.0,27256.0,8513.0,12.746492580891491
749,"Clinton County, Illinois",37640.0,40.4,64543.0,30382.0,3200.0,8.501594048884165
750,"DeKalb County, Illinois",104473.0,30.7,58343.0,26511.0,17944.0,17.175729614350118
751,"Edwards County, Illinois",6570.0,43.6,49632.0,26549.0,746.0,11.354642313546423
752,"Jasper County, Illinois",9608.0,43.0,56523.0,25806.0,1167.0,12.146128226477934
753,"Jefferson County, Illinois",38358.0,40.9,46109.0,24617.0,6733.0,17.553052818186558
754,"Vermilion County, Illinois",79207.0,40.2,44930.0,23416.0,15043.0,18.99200828209628
755,"Will County, Illinois",687727.0,37.3,80782.0,33731.0,50149.0,7.291992316718698
756,"Williamson County, Illinois",67477.0,40.9,48600.0,26023.0,9906.0,14.680557819701528
757,"Clark County, Illinois",15924.0,43.0,52068.0,28495.0,2232.0,14.016578749058025
758,"Douglas County, Illinois",19830.0,37.9,52261.0,26284.0,2379.0,11.99697428139183
759,"Effingham County, Illinois",34164.0,39.1,54655.0,29300.0,3798.0,11.116965226554267
760,"Fulton County, Illinois",35733.0,42.5,48599.0,24269.0,5146.0,14.401253743038648
761,"Greene County, Illinois",13311.0,42.7,44502.0,22836.0,2306.0,17.324017729697243
762,"Hamilton County, Illinois",8259.0,43.6,47293.0,25945.0,1134.0,13.730475844533236
763,"Hardin County, Illinois",4161.0,46.8,39524.0,20025.0,676.0,16.246094688776736
764,"Henry County, Illinois",49649.0,42.7,55755.0,28443.0,6109.0,12.304376724606739
765,"Johnson County, Illinois",12899.0,42.5,45743.0,20726.0,1472.0,11.411737343980153
766,"Knox County, Illinois",51374.0,42.2,41972.0,23676.0,8541.0,16.625141121968312
767,"Lake County, Illinois",704476.0,38.0,82613.0,42388.0,58251.0,8.268699004650266
768,"Livingston County, Illinois",36812.0,41.6,54339.0,27318.0,4565.0,12.40084754971205
769,"Massac County, Illinois",14594.0,43.8,42168.0,23434.0,2635.0,18.055365218582978
770,"Scott County, Illinois",5109.0,43.7,48542.0,26918.0,738.0,14.44509688784498
771,"Tazewell County, Illinois",134695.0,40.8,60874.0,32082.0,10556.0,7.836964994988678
772,"Cass County, Illinois",12880.0,40.2,50156.0,25451.0,1666.0,12.934782608695652
773,"Warren County, Illinois",17429.0,39.1,47278.0,24840.0,2238.0,12.840667852429858
774,"Monroe County, Indiana",144436.0,28.8,45689.0,26738.0,31974.0,22.1371403251267
775,"Fountain County, Indiana",16620.0,43.0,46669.0,25383.0,2047.0,12.316486161251504
776,"Elkhart County, Indiana",202924.0,35.4,52449.0,23817.0,27452.0,13.528217460724212
777,"Starke County, Indiana",22966.0,41.7,45526.0,22153.0,3818.0,16.62457545937473
778,"Crawford County, Indiana",10598.0,43.7,40067.0,19424.0,1851.0,17.46555953953576
779,"Cass County, Indiana",38248.0,40.5,45558.0,23592.0,5170.0,13.517046642961724
780,"Greene County, Indiana",32431.0,42.8,49648.0,24744.0,4114.0,12.685393604884215
781,"Marion County, Indiana",939964.0,34.3,44869.0,26284.0,182317.0,19.396168363894787
782,"Wayne County, Indiana",66972.0,41.1,41813.0,23895.0,11727.0,17.510302813115928
783,"Grant County, Indiana",67615.0,39.9,42046.0,21024.0,11878.0,17.56710789026104
784,"LaSalle County, Illinois",111151.0,41.8,54693.0,27959.0,14617.0,13.150578942159765
785,"Clay County, Indiana",26375.0,40.9,50924.0,24339.0,3584.0,13.588625592417062
786,"Hendricks County, Indiana",158170.0,37.6,74245.0,33031.0,7832.0,4.95163431750648
787,"Dubois County, Indiana",42379.0,40.2,57307.0,28302.0,4150.0,9.792585950588736
788,"Franklin County, Indiana",22835.0,42.3,55588.0,26267.0,2248.0,9.844536895117145
789,"Hancock County, Indiana",72776.0,40.2,70973.0,31428.0,5037.0,6.921237770693636
790,"Jackson County, Indiana",43779.0,38.2,49080.0,23260.0,6650.0,15.189931245574362
791,"Howard County, Indiana",82457.0,41.5,47958.0,26294.0,13400.0,16.250894405568964
792,"Ohio County, Indiana",5911.0,46.8,58359.0,27715.0,288.0,4.872272035188631
793,"Owen County, Indiana",20957.0,44.6,48315.0,24220.0,3230.0,15.41251133272892
794,"Parke County, Indiana",17062.0,42.2,44643.0,21636.0,2153.0,12.618684796624077
795,"Randolph County, Indiana",25203.0,42.1,44985.0,23427.0,4209.0,16.700392810379718
796,"Whitley County, Indiana",33481.0,41.0,57041.0,28073.0,3117.0,9.309757773065321
797,"Benton County, Indiana",8685.0,40.9,49183.0,23652.0,1271.0,14.634427173287277
798,"Brown County, Indiana",15007.0,49.3,59292.0,31365.0,1566.0,10.435130272539482
799,"Clinton County, Indiana",32455.0,38.2,51659.0,23722.0,4187.0,12.90093976274842
800,"Putnam County, Indiana",37543.0,37.8,55295.0,23842.0,3696.0,9.844711397597422
801,"Union County, Indiana",7225.0,43.3,45531.0,22527.0,583.0,8.069204152249135
802,"Washington County, Indiana",27807.0,41.2,46861.0,23223.0,3644.0,13.104613946128673
803,"Daviess County, Indiana",32777.0,34.6,48355.0,21794.0,4184.0,12.765048662171644
804,"Dearborn County, Indiana",49564.0,42.7,62905.0,30228.0,4925.0,9.936647566782343
805,"Henry County, Indiana",48649.0,42.2,46131.0,23293.0,7253.0,14.90883676951222
806,"Knox County, Indiana",37763.0,38.1,44837.0,23441.0,5512.0,14.596297963615179
807,"Lawrence County, Indiana",45669.0,42.6,49985.0,25036.0,5150.0,11.2767960761129
808,"Madison County, Indiana",129641.0,40.2,45432.0,23680.0,21454.0,16.548777007273934
809,"Perry County, Indiana",19229.0,41.9,49689.0,23003.0,2529.0,13.152009984918612
810,"Pike County, Indiana",12471.0,43.9,50196.0,25648.0,1300.0,10.424184107128537
811,"Pulaski County, Indiana",12761.0,41.8,47633.0,24445.0,1663.0,13.031894052190268
812,"Posey County, Indiana",25599.0,42.5,60992.0,30763.0,2398.0,9.36755342005547
813,"Steuben County, Indiana",34459.0,42.7,52749.0,26902.0,3325.0,9.649148263153313
814,"Warren County, Indiana",8269.0,44.6,58950.0,29312.0,762.0,9.215140887652678
815,"Vermillion County, Indiana",15644.0,43.2,45440.0,23891.0,2066.0,13.20634108923549
816,"Wells County, Indiana",27832.0,39.8,53038.0,25850.0,3011.0,10.818482322506467
817,"Floyd County, Indiana",76481.0,39.9,59451.0,30663.0,8104.0,10.596095762346204
818,"Allen County, Indiana",367747.0,35.7,51091.0,26932.0,53204.0,14.467555139810793
819,"Decatur County, Indiana",26480.0,38.8,52270.0,25548.0,2957.0,11.16691842900302
820,"Delaware County, Indiana",115938.0,35.4,41208.0,23271.0,23018.0,19.85371491659335
821,"Miami County, Indiana",36035.0,39.9,46666.0,22890.0,5363.0,14.882752879145276
822,"Jefferson County, Indiana",32293.0,40.6,50722.0,25429.0,4055.0,12.556900876350912
823,"Jennings County, Indiana",27840.0,39.6,48362.0,22901.0,3815.0,13.70330459770115
824,"Johnson County, Indiana",149359.0,37.3,65272.0,31101.0,13820.0,9.252873948004472
825,"Morgan County, Indiana",69533.0,41.5,60317.0,27402.0,8073.0,11.610314526915278
826,"Gibson County, Indiana",33596.0,40.5,51149.0,27342.0,3497.0,10.408977259197524
827,"Newton County, Indiana",14056.0,42.5,52193.0,24315.0,1932.0,13.745019920318725
828,"Orange County, Indiana",19623.0,41.3,42803.0,22715.0,2892.0,14.737807674667483
829,"St. Joseph County, Indiana",268613.0,36.5,48121.0,25893.0,44003.0,16.38156008830548
830,"Kosciusko County, Indiana",78720.0,38.0,57190.0,27884.0,8600.0,10.924796747967479
831,"Marshall County, Indiana",46752.0,39.8,51869.0,24289.0,5302.0,11.34069130732375
832,"Switzerland County, Indiana",10617.0,40.0,43468.0,21511.0,2065.0,19.44993877743242
833,"Vanderburgh County, Indiana",181831.0,37.9,44815.0,26917.0,31506.0,17.327078440969913
834,"Blackford County, Indiana",12214.0,43.7,40622.0,22328.0,1534.0,12.559358113640085
835,"Carroll County, Indiana",19994.0,42.3,56188.0,26589.0,2015.0,10.078023407022107
836,"Scott County, Indiana",23722.0,40.7,49243.0,24186.0,3198.0,13.481156732147374
837,"Harrison County, Indiana",39450.0,42.7,53897.0,25993.0,5005.0,12.686945500633714
838,"Huntington County, Indiana",36520.0,40.3,50063.0,24222.0,4057.0,11.108981380065718
839,"LaPorte County, Indiana",110839.0,40.2,49921.0,25004.0,16924.0,15.268993765732278
840,"Wabash County, Indiana",31848.0,42.0,49052.0,24700.0,3993.0,12.537678975131877
841,"White County, Indiana",24279.0,42.0,51404.0,26275.0,2342.0,9.646196301330368
842,"Jasper County, Indiana",33448.0,39.0,56574.0,24953.0,2898.0,8.664195168619948
843,"Jay County, Indiana",21107.0,39.8,42878.0,20193.0,3705.0,17.553418297247358
844,"Martin County, Indiana",10219.0,42.0,49372.0,25138.0,1330.0,13.014972110774048
845,"Porter County, Indiana",167391.0,39.4,65979.0,31879.0,17954.0,10.725785735194844
846,"Shelby County, Indiana",44339.0,41.3,57216.0,27317.0,4623.0,10.426486840027966
847,"Ripley County, Indiana",28372.0,40.6,53698.0,25385.0,2916.0,10.277738615536444
848,"Spencer County, Indiana",20610.0,43.2,55280.0,29114.0,1964.0,9.52935468219311
849,"Sullivan County, Indiana",20900.0,41.4,45031.0,22239.0,2934.0,14.038277511961722
850,"Tipton County, Indiana",15290.0,44.5,53931.0,28507.0,1414.0,9.247874427730542
851,"Tippecanoe County, Indiana",186081.0,28.1,50486.0,25481.0,35575.0,19.11801849732106
852,"Vigo County, Indiana",107723.0,36.1,42030.0,22932.0,19632.0,18.224520297429518
853,"Warrick County, Indiana",61581.0,40.5,66080.0,33528.0,4656.0,7.560773615238467
854,"Hamilton County, Indiana",309687.0,36.6,90582.0,44443.0,15322.0,4.947576101031041
855,"DeKalb County, Indiana",42524.0,39.1,51374.0,26057.0,5262.0,12.374188693443703
856,"LaGrange County, Indiana",38720.0,31.5,58336.0,22780.0,3489.0,9.010847107438016
857,"Bartholomew County, Indiana",81024.0,38.1,57331.0,29955.0,9870.0,12.181575829383887
858,"Rush County, Indiana",16765.0,41.6,47955.0,23749.0,3027.0,18.05547271100507
859,"Boone County, Indiana",63013.0,38.4,75591.0,42844.0,3820.0,6.062241124847254
860,"Fulton County, Indiana",20296.0,41.9,47108.0,23557.0,2655.0,13.081395348837209
861,"Lake County, Indiana",488694.0,38.6,52559.0,26590.0,80849.0,16.54389045087519
862,"Montgomery County, Indiana",38288.0,40.5,53075.0,25519.0,3734.0,9.752402841621397
863,"Noble County, Indiana",47421.0,38.5,52393.0,25260.0,4295.0,9.057168764893191
864,"Adams County, Indiana",35018.0,33.3,48290.0,21534.0,6448.0,18.41338740076532
865,"Clark County, Indiana",114893.0,38.8,52834.0,26875.0,10981.0,9.557588364826403
866,"Fayette County, Indiana",23426.0,42.4,41476.0,22428.0,4188.0,17.877571928626313
867,"Delaware County, Iowa",17326.0,43.4,60534.0,30768.0,1570.0,9.061526030243565
868,"Jefferson County, Iowa",17945.0,40.9,44516.0,26630.0,2510.0,13.987183059348007
869,"Wayne County, Iowa",6405.0,43.3,42434.0,23367.0,1001.0,15.628415300546449
870,"Allamakee County, Iowa",13940.0,45.0,47895.0,27377.0,1550.0,11.119081779053085
871,"Linn County, Iowa",220008.0,37.4,62702.0,32786.0,20280.0,9.217846623759137
872,"Scott County, Iowa",171493.0,38.1,57681.0,30798.0,20615.0,12.020898812196416
873,"Dallas County, Iowa",80864.0,35.1,82719.0,42417.0,4345.0,5.373219232291254
874,"O'Brien County, Iowa",13944.0,43.3,56314.0,32051.0,1328.0,9.523809523809524
875,"Benton County, Iowa",25646.0,42.1,64061.0,32356.0,2182.0,8.508149419012712
876,"Butler County, Iowa",14822.0,43.7,53937.0,28584.0,1369.0,9.236270408851707
877,"Dubuque County, Iowa",96571.0,38.6,59150.0,30117.0,11051.0,11.443393979559081
878,"Fremont County, Iowa",6985.0,46.0,54430.0,29813.0,748.0,10.708661417322835
879,"Hamilton County, Iowa",15201.0,42.6,55836.0,27963.0,1402.0,9.223077429116506
880,"Pocahontas County, Iowa",6972.0,47.2,45969.0,27553.0,898.0,12.880091795754446
881,"Taylor County, Iowa",6214.0,43.3,46825.0,27344.0,668.0,10.749919536530415
882,"Union County, Iowa",12497.0,40.1,47597.0,25098.0,1682.0,13.45923021525166
883,"Van Buren County, Iowa",7308.0,44.0,47197.0,24952.0,1014.0,13.875205254515599
884,"Worth County, Iowa",7502.0,44.4,50880.0,26781.0,741.0,9.877366035723806
885,"Ringgold County, Iowa",4986.0,45.0,50642.0,27621.0,518.0,10.389089450461292
886,"Adams County, Iowa",3785.0,47.7,49745.0,27022.0,418.0,11.043593130779392
887,"Adair County, Iowa",7192.0,45.7,49477.0,28861.0,661.0,9.190767519466073
888,"Audubon County, Iowa",5711.0,48.3,48750.0,31523.0,614.0,10.751181929609526
889,"Chickasaw County, Iowa",12140.0,44.2,50688.0,27973.0,1070.0,8.813838550247118
890,"Clarke County, Iowa",9267.0,40.7,49718.0,25879.0,1394.0,15.04262436603
891,"Davis County, Iowa",8834.0,37.5,52390.0,25747.0,1196.0,13.53860086031243
892,"Dickinson County, Iowa",17000.0,48.7,59889.0,36588.0,1356.0,7.976470588235294
893,"Ida County, Iowa",6965.0,44.7,51978.0,30192.0,701.0,10.064608758076094
894,"Johnson County, Iowa",144425.0,29.9,59965.0,33039.0,24026.0,16.635624026311234
